,0,1,2,3,4
0,0.255943416895276,0.320531318623325,0.598029170600305,0.747916199378945,0.174280191288122
1,0.270257426392492,0.328224317580189,0.866371332106491,0.625775308923385,0.244531398994751
2,0.511433392274119,0.623117001520596,0.612663805642196,0.256018418925251,0.112429285846852
3,0.260949228327028,0.255285013545606,0.946336555989252,0.521954452476096,0.348399567735041
4,0.192802534326827,0.262659984985799,0.731274403328014,0.719995453369617,0.158882269537467
5,0.123881683353746,0.032937940448153,0.361156167489034,0.424763966747581,0.106092974060796
6,0.212459146399699,0.268502455163778,0.212459146399699,0.333123736343871,0.172277647806563
7,0.250091231414869,0.271154646821326,1.05279949273679,0.848438132127529,0.18147911547838
8,0.3440873405926,0.192443161971861,0.528336963859152,0.617971264801891,0.108229462569495
9,0.082494454580859,0.215619830022175,1.14384440015639,0.6798855513007,0.157238416173007
10,0.093836041717541,0.098716326759207,0.772801541291308,0.712116220869773,0.305858026944334
11,0.314789293125366,0.413420334193395,0.879185473616953,0.535574706286115,0.174611084747038
12,0.364474175321628,0.293296355375886,0.828108621431325,0.712145834971445,0.156882028682811
13,0.292249870564517,0.207483608484447,0.552770798392567,0.275494789829104,0.319375151476282
14,0.12332846018856,0.166787512672928,0.697527876782634,0.591024321548608,0.44555639187829
15,0.48872273586724,0.536660367481837,0.557060604899447,0.392601061918572,0.249104253348995
16,0.273910056928838,0.311283730480952,0.699702317656111,0.620097988275647,0.104133165920891
17,0.237142658238918,0.333377095665443,0.735980072193987,0.652482046596461,0.238330972530672
18,0.483581515698767,0.530652226680799,0.421210331143516,0.290809513844769,0.176926001382244
19,0.246865367895676,0.282484083971858,0.696787947488429,0.995779659735309,0.105698463173384
20,0.427169946027443,0.410446553405505,0.869203932702457,0.590765552154035,0.086980936701729
21,0.336066411091007,0.223172550044393,0.286419555526604,0.477256676028376,0.233324906791132
22,0.149521254155092,0.125314666329535,0.956930922965192,0.741171426443193,0.130035754277487
23,0.193399003906198,0.227729573280827,0.726409628804822,0.7362006864388,0.05436765677633
24,0.246532657323689,0.363321993373256,0.706339104506862,0.729123796434935,0.102278344688487
25,0.300705169782183,0.228052300499986,1.53263988610948,1.01412100887789,0.149536320374386
26,0.324353192403726,0.422996718936674,0.467907010798611,0.465323627400143,0.249769733856735
27,0.206587054887899,0.401390628841217,0.624170954061535,0.495014778441799,0.048230532250313
28,0.251358478673517,0.303857161314739,1.01958649169483,0.683089958312965,0.174219167088437
29,0.205543556526124,0.087737788563947,0.671591395796718,0.506000863483463,0.228421403283089
30,0.32718351448237,0.366874962853055,0.761141848653799,0.864428136415718,0.194761545008357
31,0.373332144978683,0.391003192638589,0.728778513480772,0.755861941137996,0.248670519683324
32,0.276385399196283,0.259270311573466,0.78616509433805,0.883834950202477,0.257977369621769
33,0.335259201523618,0.187440003862672,0.887314143293619,0.614971631160887,0.221931551721726
34,0.124192861110577,0.197410471456809,0.881122225500314,0.711981325419018,0.071889209010425
35,0.329309308795871,0.226131733987057,0.566727937863977,0.511981167891145,0.201303175102036
36,0.2487319751461,0.303399097495861,0.60012185789452,0.566190442563896,0.087235165735924
37,0.224530667034864,0.362842089364639,0.460223375716136,0.493238767844501,0.139242341190096
38,0.240680550600014,0.259340182166894,0.545383006896599,0.380160692394893,0.134172047758261
39,0.349520767141963,0.401158494160419,0.448607468532369,0.373824281619161,0.162457169745724
40,0.322018918000015,0.398467700984954,0.881576312417574,0.454482000765696,0.274127428094101
41,0.260818298470114,0.369302518092401,0.21485805374261,0.385823169907503,0.149463041579716
42,0.31023574753924,0.316274429090764,0.586301969977929,0.419858621000998,0.074075142073728
43,0.311224686326308,0.323004455469043,0.641547847184481,0.290475429334709,0.118635672193267
44,0.122995465687793,0.169550575006259,0.446495195318482,0.68220731016652,0.240535843122381
45,0.244237860054697,0.320670219102661,0.545474766732508,0.590576032533102,0.370276843472515
46,0.333980391000512,0.382896205886592,1.19605834120061,0.631475571462824,0.211503672392465
47,0.205097046381621,0.227411842682351,0.406624567998775,0.40275430651976,0.20681712554219
48,0.436004233964073,0.513166445573313,0.294627825494395,0.607333978604649,0.205738767104687
49,0.330259477374546,0.467092111756075,0.290723628026054,0.439169857944002,0.256582420490159
50,0.200547653849164,0.17186473172582,0.550262326960717,0.546652293801633,0.17675384290427
51,0.271915968395134,0.248915148788918,0.577350269189626,0.592389421647333,0.18788973174394
52,0.383959687324099,0.384611404237926,0.431504621852004,0.553218237387644,0.145129668367063
53,0.141518908145195,0.153680751102921,0.584248430022734,0.497354702101375,0.235579457724275
54,0.138192699598142,0.287187858223947,0.923271658590014,0.436562450790313,0.051381287750949
55,0.089694452365219,0.197220747630116,0.294627825494395,0.226058965224072,0.071099228656949
56,0.188141421707738,0.129920377888254,0.54982155592,0.629747049760407,0.178264552139225
57,0.170253856737126,0.246475429672414,0.491684321716915,0.34421163001965,0.105678132718394
58,0.271581694265917,0.326561665209466,0.474962412696049,0.755552613143124,0.326149632266706
59,0.250431418218385,0.196518192950025,0.543266867100221,0.419698233376717,0.306712068214295
60,0.18552948927655,0.109890841097829,0.665844807051798,0.545264837139115,0.293310514660774
61,0.183112871804139,0.211277140852166,0.602113011759536,0.387346257018122,0.162330949544985
62,0.159259656210043,0.152753366097379,0.528425427810919,0.614731662160864,0.087027530532442
63,0.419463090014165,0.434459112503712,0.513701166914082,0.598431145494609,0.257423161862007
64,0.165587311046189,0.322800104939777,0.526913844035297,0.603698865176753,0.203758870077925
65,0.104396148353683,0.228921743432532,0.680758019956575,0.759774388267782,0.189087400985882
66,0.39875232106208,0.422290816499836,0.573480095395951,0.637912963358641,0.159818559331289
67,0.283704462609346,0.407152977973284,0.54714621604759,0.39839101300587,0.157954796218443
68,0.256672893311723,0.402262598483776,1.55232800084976,0.902212308999744,0.134318380307259
69,0.205788411057932,0.319272963458336,0.980105986126545,0.607821123982433,0.123272225415769
70,0.296930505603053,0.21726656981002,1.47667207219665,1.00324641452862,0.110693568178274
71,0.135560414028691,0.201291617965628,0.991092804625231,0.648315780882786,0.204018500701949
72,0.357678797210643,0.44145775909448,0.535218024111047,0.318818360582054,0.165224474276282
73,0.06220109120029,0.135242448269863,0.85413539908245,0.883491353420024,0.281860785057765
74,0.167612261884379,0.255660270430218,0.656167322834318,0.594488587315075,0.166009790054616
75,0.295837860094123,0.453117588757616,0.85289539543578,0.644532479067168,0.215719861125034
76,0.11383545031537,0.143817338603126,0.775440991325975,0.617921576904194,0.08848763019523
